,source,target
227761,they fucking killed him!,they killed him!
364509,totally fucked.,completely ruined.
265719,if i have any of that crap... ..it's because you brought it to my house and left it there.,if i have any of this stuff in my house it's because you brought it in and forgot.
443859,mr. woody if the brunette isn't straightening her hair i'd say that bitch is wearing a wig.,mr. woody if the brunette wouldn't straighten her hair i'd tell the bimbo to get a wig.
81302,gotta help find virus bitch papers!,you have to help find the virus.
407078,shit i hate swamps.,i hate marshes.
11491,if he turned and threw himself against hasan he might be able to get the gun shoot the syrian then turn the weapon on the other two.,he speculated hastily about his options; if he turned and lunged at hasan he might have taken the gun from him shot the syrian and then turned the gun over to the other two.
6876,my rank... is go to hell.,my rank... is the hell out of it.
245386,i wouldget in trouble with women.,that i'm going to get in trouble for a woman.
139547,make him suffer as much as possible.,he will suffer as much as possible.
231069,"""poor bitch "" he said to tesla.","""you poor thing "" said tesla."
565669,get off me man!,get your hands off me!
336704,we're going to bury him!,we're going to bury him out back.
324614,emily i swear to fuck...,emily i swear to god...
77381,you'd let troy burn for this woman?,do you want troy to be destroyed for a woman?
523251,i'll freeze your nerve cells in the shoulder that leads into your arm.,i'm going to numb the nerve trunks in your shoulder that lead down into your arm.
117910,shit i lost my train of thought.,hell i lost my idea.
295831,some jerk attached a crystalline display to see the generated figures.,some wag had rigged an led display so that i could see the numerals being generated.
135663,you're a smart motherfucker huh?,you're smart aren't you?
209596,i don't wanna die for a woman. i wanna die laying next to a woman.,i don't want to die for a woman but with a woman by her side.
218543,god that looks so nasty.,god who looks so bad.
251328,oh shit there's room.,god there's so much room.
519925,this is victoria's time except for the queen of the pig herself there's no need for women or children to be seen or heard.,this is the victorian age where apart from queen piglet features herself women and children are to be seen and not heard.
220685,if we just keep thinking like this we're fucking gravy.,if we think like that we're good.
527062,"""i didn't try -- i fucking did it!""","""i didn't mean - hell i did it!"""
404117,you got dirty knickers?,dirty panties?
31988,i despise freaks.,i despise monsters.
287558,no you fucking guy!,no you salad!
543363,if i did i'd only be a liar.,if i did i'd just be lying and...
153430,that made him crazy.,he was crazy about it.
464353,if she had no legs you'd marry her.,even if she didn't have legs you would have taken it.
22990,clean that shit up!,clean it up!
375153,holy shit here it is.,jesus here it is.
389902,told you. weak.,i told you.
78217,worst roommate ever.,worst roommate.
360390,do you like girls with cellulite?,do you like cellulite?
431973,the white people's gang.,one white boy gang.
340182,have you ever had gay sex?,have you ever slept with a boy?
516613,know how to take care of a white runt.,i know what kind of care that white dwarf needs.
89431,i thought i had a record deal and now i can't even buy fuckin' diapers for t'yanna.,i thought i had a contract...... and now i can't even afford a diaper for tyanna.
416592,dick fucking lsd.,tricky dick on lsd
538469,you have hibernation sickness.,you have hibernating nausea.
533084,so we're jailing old friends while making new friends with lunatics like davinci.,so we're putting old friends in prison while we're making new friends like da vinci.
448843,can you take the shit out of here?,can you get these buggers out?
49557,your mental state.,it's your state of mind.
113977,it's not fucking true.,it's not true.
160986,dot's crazy enough.,no. dot's got mad wheels.
462121,what the fuck you talking about demons?,what are you talking about?
391677,sarah shut up.,sarah hush.
12461,unless we can prove that in cordell is still alive its gonna be my ass.,if we can't prove cordell's still alive they'll come after me.
397043,i don't think you're pathetic alex.,i don't think you're a nerd alex.
249216,aren't you worried that if your cock goes into your hair it's possible that it's never going to fly out of them?,you ever worry that if a bird flies into your head it might never get out again?
406460,'you lie!' screamed crane rearing up and pointing his pistol.,"""you lie!"" screamed crane rising and leveling his gun."
420412,he rushed us. crazy.,he was going mad at us.
408879,you been on the damn thing all day?,where the hell have you been all day?
263419,i'm a better liar than you he simply believes me.,i can lie better than you and they believe me.
513745,"""why didn't you kill him?"" said wolff.","""and why did you not kill it then?"""
207590,double gay trap! (laughs),double the heat trap!
372063,pisses me off badly!,it really pisses me off!
441263,no i'm done with this shit.,no i'm done with this.
13259,isolate him...,isolation.
