,source,target
334955,yeah but oli's got a friend with a flat in barcelona... ...and he's supposed to hook us upwith some hot-ass senoritas.,but oli has a friend who's got an apartment in barcelona and he's got something for us to deal with.
343759,the crook edward ran away.,mother! the imposter edward has fled.
305903,so it kills me but maybe i shouldn't go to your wedding.,so it's killing me to say that... maybe i shouldn't go to your wedding.
388392,you better watch your fucking ass buddy before you lose it.,so watch your mouth buddy so you don't lose him.
124448,you gonna break his legs?,you want to break his leg or what?
45754,we have to bash that machine to bits!,we have to destroy the machine!
200338,your body lies in the woman's hovel.,your body lies in the woman's cabin.
151378,what the hell kind of a place is this?,what in the world is this place?
487728,"if you're going to be insolent it wouldn't kill you to call me ""sir"".",if you want to be rude it wouldn't kill you to call me sir.
331225,you're crazy!,you're mad!
454476,during this case you were still in prostitution.,at the time of this case you were still in vice.
164427,what the hell are you doing?,what are you doing?
262762,you boy get those grubby fingers off my ming vase.,boy get your hands off my ming vase.
499544,funboy also said he saw a big black dick.,funboy said he saw a black bird too. a big one.
123101,also i'm gonna bang those two asian girls at table .,and i'm gonna run those two asians on .
339819,cynical hate-filled totalitarian dark underside greed of western society gone mad.,he wrote about the cynical hatred-filled totalitarian and dark other side about the greed of a western society that blundered.
380050,labour and gold not old men and their worthless baubles.,workers and gold not old men and their jewels.
503800,he bashed one suspect into a halfwit with a single punch.,he once blurted out a suspect's only shot.
131949,you want to ask me ask goddamn it.,if you want to ask ask.
337701,they hid behind the kids bastards!,he's hiding behind the kids!
506696,that's another lie because i felt myself burning you on my own.,another lie for i've felt how it burns you.
524343,goddamn i hate myself for how i lived trish.,i don't hate my whole life trish.
314181,damn has scarlet seen this?,did she see scarlet?
155209,it was you who killed the libyan.,did you kill the libyan?
170064,a bottle of seed that was in the urine of a dutch maid.,a vial containing seeds that had supposedly been voided in the urine of a maid in holland.
208171,stamie's sort of pushing me to like grow some balls and take a risk.,stamie is quite pushing me to knuckle down and take a chance.
247399,why do you act like you're gonna kill me?,why are you acting like we're not killing it right now?
20054,and to share it with youwould be a waste and a disgrace to the great man who made it because you hume will never be a great man.,and to share with you would be a waste and disrespect for the great man who made it because you hume will never be a great man.
452006,joe could be such a black horse.,joe could be a bit of a dark horse.
296781,see at years old i'll be worn i'll have hairs in my ears they'll hang my tits i'll be bald fat i'm not going to like you.,well i'll be a -year-old with the hair in the ears porasee my chest i'll bald fat ... i'm not you svioati.
182570,sylvia wandered blindly through hell.,sylvia wandered aimlessly through this hell.
524477,what the hell is your problem?,what is your problem?
206115,the one you're calling stink hippie he's right.,the one called smelly hippie is right!
319255,what the fuck are we doing here?,what are you doing here?
217535,shut up!,quiet!
249121,the fact is jimmy was happy well-traveled and ignorant and you just took away two of those things.,the thing is jimmy traveled a lot he was happy and uneducated and you just took two of those things off him.
55954,i can't believe you're sitting on the fucking phone like i'm not sitting here trying to talk to you.,i can't believe you're on the phone while i'm sitting here trying to talk to you.
379334,no fucking ghosts of... ...fallen warriors from the middle ages will show up.,there are no spirits...... of fallen warriors in the middle ages.
286931,look at your dirty hair!,look at the hair!
554566,find her and destroy her.,you find her... ...and you destroy her.
9235,but how would you like to be shot on a nudist beach or something?,how would you feel... ...if someone filmed you naked on a nudist beach?
7697,"""he was a perfect killing machine for his time.","""she was an excellent killing machine for her time."
569257,five acres i'd do my ass.,acres i'd be working my butt off.
307667,and when he wanted to fly you must have been a dick.,and if you wanted to fly you had to be a bird.
373248,if i have to i'll shoot.,i will fire if necessary.
557741,but after a few steps he realized it was stupid.,but after taking a few steps he realized he'd blundered.
403510,but never before has anyone out of sheer laziness written down such crap.,but nobody ever did it out of pure laziness...
172711,damn dreams are going to drive me crazy if i don't do something.,if i don't do something i'm going crazy.
